[Header]																																																																																																															
GSGX Version	1.9.0																																																																																																														
Report Date	4.4.2013 12:24:09																																																																																																														
Project	40413																																																																																																														
Group Set	40413																																																																																																														
Analysis	040413_nonorm_nobkgd																																																																																																														
Normalization	none																																																																																																														
[Group Probe Profile]																																																																																																															
TargetID	ProbeID	9269324046_A.AVG_Signal	9269324046_A.MIN_Signal	9269324046_A.MAX_Signal	9269324046_A.NARRAYS	9269324046_A.ARRAY_STDEV	9269324046_A.BEAD_STDERR	9269324046_A.Avg_NBEADS	9269324046_A.Detection Pval	9269324046_B.AVG_Signal	9269324046_B.MIN_Signal	9269324046_B.MAX_Signal	9269324046_B.NARRAYS	9269324046_B.ARRAY_STDEV	9269324046_B.BEAD_STDERR	9269324046_B.Avg_NBEADS	9269324046_B.Detection Pval	9269324046_C.AVG_Signal	9269324046_C.MIN_Signal	9269324046_C.MAX_Signal	9269324046_C.NARRAYS	9269324046_C.ARRAY_STDEV	9269324046_C.BEAD_STDERR	9269324046_C.Avg_NBEADS	9269324046_C.Detection Pval	9269324046_D.AVG_Signal	9269324046_D.MIN_Signal	9269324046_D.MAX_Signal	9269324046_D.NARRAYS	9269324046_D.ARRAY_STDEV	9269324046_D.BEAD_STDERR	9269324046_D.Avg_NBEADS	9269324046_D.Detection Pval	9269324046_E.AVG_Signal	9269324046_E.MIN_Signal	9269324046_E.MAX_Signal	9269324046_E.NARRAYS	9269324046_E.ARRAY_STDEV	9269324046_E.BEAD_STDERR	9269324046_E.Avg_NBEADS	9269324046_E.Detection Pval	9269324046_F.AVG_Signal	9269324046_F.MIN_Signal	9269324046_F.MAX_Signal	9269324046_F.NARRAYS	9269324046_F.ARRAY_STDEV	9269324046_F.BEAD_STDERR	9269324046_F.Avg_NBEADS	9269324046_F.Detection Pval	9269324046_G.AVG_Signal	9269324046_G.MIN_Signal	9269324046_G.MAX_Signal	9269324046_G.NARRAYS	9269324046_G.ARRAY_STDEV	9269324046_G.BEAD_STDERR	9269324046_G.Avg_NBEADS	9269324046_G.Detection Pval	9269324046_H.AVG_Signal	9269324046_H.MIN_Signal	9269324046_H.MAX_Signal	9269324046_H.NARRAYS	9269324046_H.ARRAY_STDEV	9269324046_H.BEAD_STDERR	9269324046_H.Avg_NBEADS	9269324046_H.Detection Pval	9269324046_I.AVG_Signal	9269324046_I.MIN_Signal	9269324046_I.MAX_Signal	9269324046_I.NARRAYS	9269324046_I.ARRAY_STDEV	9269324046_I.BEAD_STDERR	9269324046_I.Avg_NBEADS	9269324046_I.Detection Pval	9269324046_J.AVG_Signal	9269324046_J.MIN_Signal	9269324046_J.MAX_Signal	9269324046_J.NARRAYS	9269324046_J.ARRAY_STDEV	9269324046_J.BEAD_STDERR	9269324046_J.Avg_NBEADS	9269324046_J.Detection Pval	9269324046_K.AVG_Signal	9269324046_K.MIN_Signal	9269324046_K.MAX_Signal	9269324046_K.NARRAYS	9269324046_K.ARRAY_STDEV	9269324046_K.BEAD_STDERR	9269324046_K.Avg_NBEADS	9269324046_K.Detection Pval	9269324046_L.AVG_Signal	9269324046_L.MIN_Signal	9269324046_L.MAX_Signal	9269324046_L.NARRAYS	9269324046_L.ARRAY_STDEV	9269324046_L.BEAD_STDERR	9269324046_L.Avg_NBEADS	9269324046_L.Detection Pval	SPECIES	SOURCE	SEARCH_KEY	TRANSCRIPT	ILMN_GENE	SOURCE_REFERENCE_ID	REFSEQ_ID	UNIGENE_ID	ENTREZ_GENE_ID	GI	ACCESSION	SYMBOL	PROTEIN_PRODUCT	PROBE_ID
ACY3	1170228	105.8	105.8	105.8	1	NaN	3.619	22	0.60649	113.7	113.7	113.7	1	NaN	4.768	27	0.1987	110.7	110.7	110.7	1	NaN	3.618	21	0.35584	103.9	103.9	103.9	1	NaN	3.245	29	0.72078	100.4	100.4	100.4	1	NaN	2.696	26	0.90779	107.3	107.3	107.3	1	NaN	3.344	22	0.71039	101.7	101.7	101.7	1	NaN	5.103	18	0.74805	108.1	108.1	108.1	1	NaN	3.781	19	0.68052	115.8	115.8	115.8	1	NaN	5.66	21	0.29091	102.3	102.3	102.3	1	NaN	3.452	18	0.85844	109.5	109.5	109.5	1	NaN	3.7	15	0.27662	105.9	105.9	105.9	1	NaN	6.21	23	0.61039	Homo sapiens	RefSeq	NM_080658.1	ILMN_28192	ACY3	NM_080658.1	NM_080658.1		91703	18087824	NM_080658.1	ACY3	NP_542389.1	ILMN_1670193
ACYP1	3440689	203.3	203.3	203.3	1	NaN	15.717	16	0	201.8	201.8	201.8	1	NaN	12.57	19	0	175.4	175.4	175.4	1	NaN	8.185	21	0	202.2	202.2	202.2	1	NaN	7.434	24	0	225.4	225.4	225.4	1	NaN	14.681	15	0	183.1	183.1	183.1	1	NaN	9.242	15	0	194.4	194.4	194.4	1	NaN	7.58	30	0	198	198	198	1	NaN	9.406	25	0	231.8	231.8	231.8	1	NaN	7.122	28	0	210.3	210.3	210.3	1	NaN	8.316	25	0	206.3	206.3	206.3	1	NaN	8.293	26	0	218.9	218.9	218.9	1	NaN	13.533	17	0	Homo sapiens	RefSeq	NM_001107.3	ILMN_22509	ACYP1	NM_001107.3	NM_001107.3		97	45243543	NM_001107.3	ACYP1	NP_001098.1	ILMN_2319825
ACYP1	5910148	377.4	377.4	377.4	1	NaN	16.903	22	0	430.3	430.3	430.3	1	NaN	18.795	24	0	279.2	279.2	279.2	1	NaN	9.691	27	0	287	287	287	1	NaN	9.443	25	0	444	444	444	1	NaN	18.473	27	0	407.9	407.9	407.9	1	NaN	14.123	27	0	340.8	340.8	340.8	1	NaN	10.785	30	0	351.8	351.8	351.8	1	NaN	10.313	23	0	443.7	443.7	443.7	1	NaN	14.885	26	0	438.6	438.6	438.6	1	NaN	11.732	22	0	348.4	348.4	348.4	1	NaN	18.647	14	0	391.2	391.2	391.2	1	NaN	15.455	17	0	Homo sapiens	RefSeq	NM_203488.1	ILMN_22509	ACYP1	NM_001107.3	NM_001107.3		97	45243543	NM_001107.3	ACYP1	NP_001098.1	ILMN_1694233
ACYP1	5960142	102.9	102.9	102.9	1	NaN	2.765	25	0.77273	116.3	116.3	116.3	1	NaN	4.362	26	0.14026	111	111	111	1	NaN	6.329	11	0.32987	107.9	107.9	107.9	1	NaN	3.108	21	0.49221	108.2	108.2	108.2	1	NaN	4.377	25	0.51039	114.8	114.8	114.8	1	NaN	4.708	22	0.29351	98.8	98.8	98.8	1	NaN	3.245	13	0.87532	116	116	116	1	NaN	5.852	16	0.27403	106.3	106.3	106.3	1	NaN	2.144	16	0.8026	109.4	109.4	109.4	1	NaN	4.981	11	0.49221	108.2	108.2	108.2	1	NaN	5.807	18	0.33247	112.9	112.9	112.9	1	NaN	5.031	16	0.25325	Homo sapiens	RefSeq	NM_203488.1	ILMN_11780	ACYP1	NM_203488.1	NM_203488.1		97	45243546	NM_203488.1	ACYP1	NP_982355.1	ILMN_1686432
ACYP2	130367	132.8	132.8	132.8	1	NaN	6.555	24	0.00649	114.9	114.9	114.9	1	NaN	3.603	23	0.16623	131.2	131.2	131.2	1	NaN	4.578	16	0.01558	125.2	125.2	125.2	1	NaN	3.943	22	0.03636	118.5	118.5	118.5	1	NaN	4.559	27	0.11818	121.9	121.9	121.9	1	NaN	3.768	25	0.09351	121.6	121.6	121.6	1	NaN	3.598	18	0.03117	133.2	133.2	133.2	1	NaN	5.924	24	0.02078	116.8	116.8	116.8	1	NaN	3.588	14	0.24545	113.9	113.9	113.9	1	NaN	3.223	17	0.28701	118.5	118.5	118.5	1	NaN	3.394	22	0.04935	116.9	116.9	116.9	1	NaN	5.815	18	0.14545	Homo sapiens	RefSeq	NM_138448.2	ILMN_14312	ACYP2	NM_138448.3	NM_138448.3		98	148277041	NM_138448.3	ACYP2	NP_612457.1	ILMN_1697550
ACYP2	5290672	376.8	376.8	376.8	1	NaN	15.261	25	0	563.9	563.9	563.9	1	NaN	21.524	22	0	421.3	421.3	421.3	1	NaN	15.055	21	0	409.8	409.8	409.8	1	NaN	18.615	17	0	407.9	407.9	407.9	1	NaN	15.3	25	0	518.7	518.7	518.7	1	NaN	11.492	17	0	486	486	486	1	NaN	16.149	19	0	532.4	532.4	532.4	1	NaN	19.332	26	0	469.2	469.2	469.2	1	NaN	7.733	11	0	562.4	562.4	562.4	1	NaN	22.845	20	0	485.1	485.1	485.1	1	NaN	14.532	19	0	606.9	606.9	606.9	1	NaN	15.767	13	0	Homo sapiens	RefSeq	NM_138448.2	ILMN_14312	ACYP2	NM_138448.2	NM_138448.2		98	20336764	NM_138448.2	ACYP2	NP_612457.1	ILMN_2158705
ADA	7210192	149.5	149.5	149.5	1	NaN	4.253	13	0.0013	192	192	192	1	NaN	5.46	29	0	170.2	170.2	170.2	1	NaN	5.853	28	0	166.1	166.1	166.1	1	NaN	5.195	19	0	165.3	165.3	165.3	1	NaN	3.646	22	0	184.8	184.8	184.8	1	NaN	4.461	20	0	160.1	160.1	160.1	1	NaN	6.418	16	0	183.8	183.8	183.8	1	NaN	7.782	25	0	187.7	187.7	187.7	1	NaN	6.28	26	0	169.2	169.2	169.2	1	NaN	6.818	19	0	156.7	156.7	156.7	1	NaN	3.484	24	0	172.7	172.7	172.7	1	NaN	4.376	19	0.0013	Homo sapiens	RefSeq	NM_000022.2	ILMN_8067	ADA	NM_000022.2	NM_000022.2		100	47078294	NM_000022.2	ADA	NP_000013.2	ILMN_1803686
ADAD1	3140326	109	109	109	1	NaN	3.142	14	0.42987	106.9	106.9	106.9	1	NaN	3.836	19	0.52727	106.5	106.5	106.5	1	NaN	3.922	24	0.6026	108	108	108	1	NaN	5.437	21	0.48701	105.3	105.3	105.3	1	NaN	2.638	26	0.6961	103.8	103.8	103.8	1	NaN	5.033	14	0.85065	100.9	100.9	100.9	1	NaN	2.609	24	0.78961	108.2	108.2	108.2	1	NaN	2.659	27	0.67143	106.6	106.6	106.6	1	NaN	3.475	26	0.78961	100.5	100.5	100.5	1	NaN	2.891	33	0.91558	102.8	102.8	102.8	1	NaN	2.665	18	0.65714	112.1	112.1	112.1	1	NaN	5.18	20	0.28571	Homo sapiens	RefSeq	NM_139243.1	ILMN_16871	ADAD1	NM_139243.2	NM_139243.2		132612	142355031	NM_139243.2	ADAD1	NP_640336.1	ILMN_1745580
ADAD2	3400424	105.1	105.1	105.1	1	NaN	3.841	28	0.64935	104.3	104.3	104.3	1	NaN	3.269	21	0.67792	109.3	109.3	109.3	1	NaN	4.105	23	0.42597	103.4	103.4	103.4	1	NaN	2.668	24	0.75065	99.2	99.2	99.2	1	NaN	3.934	19	0.94026	110.5	110.5	110.5	1	NaN	3.717	25	0.50649	105.5	105.5	105.5	1	NaN	4.322	19	0.50519	108.5	108.5	108.5	1	NaN	4.086	25	0.65455	108.6	108.6	108.6	1	NaN	3.78	25	0.67532	98.9	98.9	98.9	1	NaN	3.424	20	0.95065	99.8	99.8	99.8	1	NaN	3.403	15	0.82727	103	103	103	1	NaN	2.835	20	0.77013	Homo sapiens	RefSeq	NM_139174.2	ILMN_870	ADAD2	NM_139174.2	NM_139174.2		161931	31543071	NM_139174.2	ADAD2	NP_631913.2	ILMN_1745108
ADAL	5910554	161.6	161.6	161.6	1	NaN	6.743	19	0	166.9	166.9	166.9	1	NaN	5.447	29	0	136.3	136.3	136.3	1	NaN	4.732	14	0.00519	149.8	149.8	149.8	1	NaN	6.176	17	0.0013	181.9	181.9	181.9	1	NaN	6.741	30	0	162.4	162.4	162.4	1	NaN	6.122	22	0	145	145	145	1	NaN	4.731	24	0	166.6	166.6	166.6	1	NaN	5.672	30	0	179.2	179.2	179.2	1	NaN	6.915	22	0	170.3	170.3	170.3	1	NaN	9.105	16	0	157.6	157.6	157.6	1	NaN	8.612	15	0	168.1	168.1	168.1	1	NaN	8.123	17	0.0026	Homo sapiens	RefSeq	NM_001012969.1	ILMN_26104	ADAL	NM_001012969.1	NM_001012969.1		161823	61175223	NM_001012969.1	ADAL	NP_001012987.1	ILMN_1725043
ADAM10	3130364	121.3	121.3	121.3	1	NaN	3.391	17	0.07403	100.7	100.7	100.7	1	NaN	3.077	21	0.87273	120.1	120.1	120.1	1	NaN	4.416	22	0.08571	111	111	111	1	NaN	4.916	19	0.32078	115.9	115.9	115.9	1	NaN	6.134	18	0.16883	121.6	121.6	121.6	1	NaN	3.397	36	0.1	111.2	111.2	111.2	1	NaN	4.746	22	0.21169	111.2	111.2	111.2	1	NaN	3.073	26	0.48831	106	106	106	1	NaN	2.063	21	0.81039	111.3	111.3	111.3	1	NaN	4.752	16	0.41039	108.6	108.6	108.6	1	NaN	4.234	22	0.31299	113.3	113.3	113.3	1	NaN	5.175	23	0.23896	Homo sapiens	RefSeq	NM_001110.2	ILMN_169204	ADAM10	NM_001110.2	NM_001110.2		102	73747882	NM_001110.2	ADAM10	NP_001101.1	ILMN_2148360
ADAM10	5290300	306.3	306.3	306.3	1	NaN	16.664	17	0	329.3	329.3	329.3	1	NaN	16.478	24	0	273.9	273.9	273.9	1	NaN	10.632	24	0	266.2	266.2	266.2	1	NaN	11.89	26	0	313.7	313.7	313.7	1	NaN	10.151	27	0	307.7	307.7	307.7	1	NaN	17.593	23	0	269.4	269.4	269.4	1	NaN	8.561	18	0	313.1	313.1	313.1	1	NaN	11.488	21	0	292.4	292.4	292.4	1	NaN	7.962	19	0	328.6	328.6	328.6	1	NaN	13.962	20	0	248.7	248.7	248.7	1	NaN	7.632	18	0	341.1	341.1	341.1	1	NaN	15.336	17	0	Homo sapiens	RefSeq	NM_001110.2	ILMN_169204	ADAM10	NM_001110.2	NM_001110.2		102	73747882	NM_001110.2	ADAM10	NP_001101.1	ILMN_1718946
ADAM11	1260661	108.5	108.5	108.5	1	NaN	3.979	17	0.47143	102.9	102.9	102.9	1	NaN	2.89	12	0.75974	107.3	107.3	107.3	1	NaN	3.954	17	0.53377	109	109	109	1	NaN	4.439	8	0.42468	103	103	103	1	NaN	3.057	24	0.82208	108.7	108.7	108.7	1	NaN	3.55	20	0.62727	105	105	105	1	NaN	4.039	18	0.52857	106.1	106.1	106.1	1	NaN	4.607	13	0.78052	118.3	118.3	118.3	1	NaN	4.755	21	0.19481	111.9	111.9	111.9	1	NaN	4.04	19	0.37922	97.6	97.6	97.6	1	NaN	3.46	13	0.92597	95.3	95.3	95.3	1	NaN	1.318	8	0.97143	Homo sapiens	RefSeq	NM_002390.3	ILMN_162941	ADAM11	NM_002390.4	NM_002390.4		4185	93141025	NM_002390.4	ADAM11	NP_002381.2	ILMN_1711374
ADAM12	520689	138	138	138	1	NaN	4.09	23	0.0039	140.1	140.1	140.1	1	NaN	5.621	25	0.0039	122.5	122.5	122.5	1	NaN	5.377	25	0.05195	113.2	113.2	113.2	1	NaN	4.325	17	0.23117	131.9	131.9	131.9	1	NaN	5.75	24	0.00909	165	165	165	1	NaN	6.431	13	0	127.5	127.5	127.5	1	NaN	3.984	26	0.01169	134.9	134.9	134.9	1	NaN	4.243	31	0.01688	162.3	162.3	162.3	1	NaN	8.524	16	0	149.9	149.9	149.9	1	NaN	5.59	25	0	124.7	124.7	124.7	1	NaN	5.227	21	0.01688	136	136	136	1	NaN	7.734	17	0.01039	Homo sapiens	RefSeq	NM_021641.2	ILMN_29338	ADAM12	NM_021641.2	NM_021641.2		8038	73747886	NM_021641.2	ADAM12	NP_067673.2	ILMN_1726266
ADAM12	6180392	107.6	107.6	107.6	1	NaN	4.109	7	0.5039	117	117	117	1	NaN	5.426	16	0.13247	118.1	118.1	118.1	1	NaN	3.697	19	0.12078	120.2	120.2	120.2	1	NaN	11.373	12	0.07273	125.6	125.6	125.6	1	NaN	5.376	21	0.03636	139.5	139.5	139.5	1	NaN	9.619	10	0.00779	125	125	125	1	NaN	6.944	12	0.01818	123.1	123.1	123.1	1	NaN	3.663	12	0.0987	137.6	137.6	137.6	1	NaN	7.117	13	0.00779	111.8	111.8	111.8	1	NaN	3.944	12	0.38701	122.3	122.3	122.3	1	NaN	9.788	8	0.02208	110.9	110.9	110.9	1	NaN	6.449	13	0.34156	Homo sapiens	RefSeq	NM_003474.3	ILMN_29694	ADAM12	NM_003474.3	NM_003474.3		8038	73747884	NM_003474.3	ADAM12	NP_003465.3	ILMN_1705689
ADAM12	6420692	103.8	103.8	103.8	1	NaN	3.215	20	0.72208	116.8	116.8	116.8	1	NaN	4.406	19	0.13636	131	131	131	1	NaN	7.049	21	0.01558	118.9	118.9	118.9	1	NaN	3.237	29	0.08701	116.2	116.2	116.2	1	NaN	4.91	18	0.16234	121.1	121.1	121.1	1	NaN	5.236	14	0.10649	115.9	115.9	115.9	1	NaN	6.46	18	0.08052	112.5	112.5	112.5	1	NaN	3.551	30	0.42597	104.1	104.1	104.1	1	NaN	2.91	23	0.87403	119.2	119.2	119.2	1	NaN	4.699	24	0.13506	119.7	119.7	119.7	1	NaN	4.076	16	0.03636	116.7	116.7	116.7	1	NaN	5.677	15	0.15065	Homo sapiens	RefSeq	NM_021641.2	ILMN_29694	ADAM12	NM_003474.3	NM_003474.3		8038	73747884	NM_003474.3	ADAM12	NP_003465.3	ILMN_1785393
ADAM15	1980553	234.3	234.3	234.3	1	NaN	9.577	11	0	297.2	297.2	297.2	1	NaN	12.615	16	0	260	260	260	1	NaN	11.998	23	0	271.5	271.5	271.5	1	NaN	12.649	19	0	305.2	305.2	305.2	1	NaN	12.168	20	0	275.3	275.3	275.3	1	NaN	12.066	15	0	232.5	232.5	232.5	1	NaN	7.028	18	0	313.5	313.5	313.5	1	NaN	9.08	24	0	311.2	311.2	311.2	1	NaN	11.277	19	0	293.8	293.8	293.8	1	NaN	13.509	17	0	231.4	231.4	231.4	1	NaN	6.321	22	0	239.7	239.7	239.7	1	NaN	12.195	17	0	Homo sapiens	RefSeq	NM_003815.3	ILMN_23734	ADAM15	NM_003815.3	NM_003815.3		8751	46909589	NM_003815.3	ADAM15	NP_003806.3	ILMN_2384544
ADAM15	3440452	2436.3	2436.3	2436.3	1	NaN	79.011	20	0	2340.7	2340.7	2340.7	1	NaN	67.395	18	0	2248.6	2248.6	2248.6	1	NaN	55.235	29	0	2372	2372	2372	1	NaN	90.922	27	0	2585.9	2585.9	2585.9	1	NaN	47.15	26	0	2527.4	2527.4	2527.4	1	NaN	57.225	19	0	1899.8	1899.8	1899.8	1	NaN	52.624	28	0	2485.2	2485.2	2485.2	1	NaN	64.016	24	0	2340.5	2340.5	2340.5	1	NaN	69.594	15	0	1860	1860	1860	1	NaN	67.355	19	0	1695	1695	1695	1	NaN	70.376	21	0	2036.4	2036.4	2036.4	1	NaN	64.826	21	0	Homo sapiens	RefSeq	NM_207195.1	ILMN_5544	ADAM15	NM_207195.1	NM_207195.1		8751	46909595	NM_207195.1	ADAM15	NP_997078.1	ILMN_1756920
ADAM15	3990626	364.2	364.2	364.2	1	NaN	21.827	23	0	326.9	326.9	326.9	1	NaN	20.766	23	0	278.1	278.1	278.1	1	NaN	11.242	24	0	317.1	317.1	317.1	1	NaN	22.506	13	0	309.2	309.2	309.2	1	NaN	14.288	21	0	340.4	340.4	340.4	1	NaN	19.895	22	0	267.4	267.4	267.4	1	NaN	19.242	12	0	345.5	345.5	345.5	1	NaN	21.233	18	0	341.1	341.1	341.1	1	NaN	26.825	9	0	285.7	285.7	285.7	1	NaN	17.88	21	0	285.1	285.1	285.1	1	NaN	13.781	28	0	317.2	317.2	317.2	1	NaN	18.295	18	0	Homo sapiens	RefSeq	XM_937888.1	ILMN_138255	ADAM15	XM_937888.1	XM_937888.1		8751	88952487	XM_937888.1	ADAM15	XP_942981.1	ILMN_1799728
ADAM15	6480131	147.4	147.4	147.4	1	NaN	6.185	22	0.0013	143	143	143	1	NaN	5.076	29	0.0013	146.1	146.1	146.1	1	NaN	4.834	24	0.0013	138	138	138	1	NaN	4.63	26	0.00649	139.8	139.8	139.8	1	NaN	6.58	19	0.0026	139.5	139.5	139.5	1	NaN	7.022	16	0.00779	139.4	139.4	139.4	1	NaN	4.699	21	0.0013	155.9	155.9	155.9	1	NaN	6.55	28	0.0013	144	144	144	1	NaN	5.357	23	0.0026	129.6	129.6	129.6	1	NaN	4.381	29	0.02857	120	120	120	1	NaN	4.949	19	0.03377	145.3	145.3	145.3	1	NaN	5.806	24	0.0039	Homo sapiens	RefSeq	XM_937888.1	ILMN_5544	ADAM15	NM_207195.1	NM_207195.1		8751	46909595	NM_207195.1	ADAM15	NP_997078.1	ILMN_1751500
ADAM17	5260546	478.9	478.9	478.9	1	NaN	18.473	21	0	448.3	448.3	448.3	1	NaN	19.872	23	0	504	504	504	1	NaN	19.158	17	0	484.5	484.5	484.5	1	NaN	15.492	26	0	553.6	553.6	553.6	1	NaN	18.657	30	0	446	446	446	1	NaN	11.588	24	0	419.9	419.9	419.9	1	NaN	16.342	22	0	457	457	457	1	NaN	15.987	25	0	409.3	409.3	409.3	1	NaN	14.423	25	0	494.5	494.5	494.5	1	NaN	18.253	20	0	367.7	367.7	367.7	1	NaN	10.882	22	0	487.6	487.6	487.6	1	NaN	18.087	16	0	Homo sapiens	RefSeq	NM_003183.4	ILMN_165100	ADAM17	NM_003183.4	NM_003183.4		6868	73747888	NM_003183.4	ADAM17	NP_003174.3	ILMN_2121068
ADAM17	5420762	185.6	185.6	185.6	1	NaN	7.434	26	0	179.7	179.7	179.7	1	NaN	4.86	34	0	191.5	191.5	191.5	1	NaN	9.657	16	0	180.6	180.6	180.6	1	NaN	7.725	20	0	174.5	174.5	174.5	1	NaN	8.517	19	0	177.9	177.9	177.9	1	NaN	4.496	25	0	168.1	168.1	168.1	1	NaN	7.416	18	0	184	184	184	1	NaN	7.266	21	0	163.1	163.1	163.1	1	NaN	7.141	24	0	196.4	196.4	196.4	1	NaN	9.709	25	0	147.8	147.8	147.8	1	NaN	5.691	14	0	191.5	191.5	191.5	1	NaN	14.018	9	0	Homo sapiens	RefSeq	NM_003183.4	ILMN_165100	ADAM17	NM_003183.4	NM_003183.4		6868	73747888	NM_003183.4	ADAM17	NP_003174.3	ILMN_1765779
ADAM18	6560010	97.4	97.4	97.4	1	NaN	2.76	22	0.96623	103.9	103.9	103.9	1	NaN	4.602	17	0.7026	102.6	102.6	102.6	1	NaN	4.521	21	0.81818	115.2	115.2	115.2	1	NaN	7.312	17	0.17143	104.4	104.4	104.4	1	NaN	2.135	29	0.74805	104.8	104.8	104.8	1	NaN	3.419	22	0.80649	102.2	102.2	102.2	1	NaN	2.726	25	0.72857	105	105	105	1	NaN	3.452	15	0.83896	103.6	103.6	103.6	1	NaN	4.042	20	0.89351	98.3	98.3	98.3	1	NaN	3.052	21	0.95844	101.6	101.6	101.6	1	NaN	3.225	27	0.72468	105.8	105.8	105.8	1	NaN	4.494	23	0.62078	Homo sapiens	RefSeq	NM_014237.1	ILMN_5673	ADAM18	NM_014237.1	NM_014237.1		8749	7656860	NM_014237.1	ADAM18	NP_055052.1	ILMN_2201386
ADAM19	4920692	104.3	104.3	104.3	1	NaN	5.121	21	0.6961	113.9	113.9	113.9	1	NaN	5.349	21	0.19351	106.4	106.4	106.4	1	NaN	3.761	31	0.61039	103.7	103.7	103.7	1	NaN	3.128	17	0.73117	103	103	103	1	NaN	2.462	18	0.82208	111.4	111.4	111.4	1	NaN	5.026	12	0.45325	95.9	95.9	95.9	1	NaN	3.333	20	0.95844	102.6	102.6	102.6	1	NaN	4.335	15	0.90519	104.5	104.5	104.5	1	NaN	3.677	19	0.86104	109.8	109.8	109.8	1	NaN	3.656	17	0.47792	97.5	97.5	97.5	1	NaN	2.779	20	0.92857	104.2	104.2	104.2	1	NaN	4.246	20	0.70779	Homo sapiens	RefSeq	NM_023038.3	ILMN_12490	ADAM19	NM_023038.3	NM_023038.3		8728	73747891	NM_023038.3	ADAM19	NP_075525.2	ILMN_1682225
ADAM19	5220341	104.9	104.9	104.9	1	NaN	4.097	28	0.65844	103.5	103.5	103.5	1	NaN	4.13	19	0.72987	99.4	99.4	99.4	1	NaN	2.26	35	0.92338	99.3	99.3	99.3	1	NaN	2.739	23	0.92078	108.7	108.7	108.7	1	NaN	5.864	16	0.47922	99.1	99.1	99.1	1	NaN	3.374	17	0.97922	98.7	98.7	98.7	1	NaN	2.722	23	0.87532	100.5	100.5	100.5	1	NaN	2.69	25	0.95584	104.1	104.1	104.1	1	NaN	2.663	22	0.87792	100.9	100.9	100.9	1	NaN	3.91	19	0.90649	94.6	94.6	94.6	1	NaN	2.273	17	0.98442	101.2	101.2	101.2	1	NaN	4.487	19	0.84286	Homo sapiens	RefSeq	NM_023038.3	ILMN_12727	ADAM19	NM_033274.2	NM_033274.2		8728	73747890	NM_033274.2	ADAM19	NP_150377.1	ILMN_1788481
ADAM19	6900209	123	123	123	1	NaN	4.218	26	0.05065	141.4	141.4	141.4	1	NaN	4.914	20	0.0013	170.2	170.2	170.2	1	NaN	6.798	13	0	153.9	153.9	153.9	1	NaN	5.903	19	0.0013	123.7	123.7	123.7	1	NaN	4.463	19	0.04545	153.5	153.5	153.5	1	NaN	7.404	16	0	150.8	150.8	150.8	1	NaN	10.37	15	0	158.9	158.9	158.9	1	NaN	5.848	14	0.0013	155.6	155.6	155.6	1	NaN	9.094	15	0	161.5	161.5	161.5	1	NaN	4.643	31	0	138.2	138.2	138.2	1	NaN	4.403	25	0.00649	164.3	164.3	164.3	1	NaN	7.165	17	0.0026	Homo sapiens	RefSeq	NM_033274.2	ILMN_12727	ADAM19	NM_033274.2	NM_033274.2		8728	73747890	NM_033274.2	ADAM19	NP_150377.1	ILMN_1713751
ADAM2	6110315	132.9	132.9	132.9	1	NaN	8.132	14	0.00649	129.6	129.6	129.6	1	NaN	5.985	21	0.01169	128.4	128.4	128.4	1	NaN	4.929	26	0.01948	114.5	114.5	114.5	1	NaN	4.793	24	0.18442	132	132	132	1	NaN	6.094	23	0.00909	130.1	130.1	130.1	1	NaN	4.025	23	0.02987	112.2	112.2	112.2	1	NaN	3.047	21	0.17532	130.9	130.9	130.9	1	NaN	4.036	17	0.02857	122.4	122.4	122.4	1	NaN	4.631	21	0.0961	117.8	117.8	117.8	1	NaN	4.591	17	0.17662	121.5	121.5	121.5	1	NaN	5.757	20	0.02727	125	125	125	1	NaN	5.869	19	0.03506	Homo sapiens	RefSeq	NM_001464.3	ILMN_18772	ADAM2	NM_001464.3	NM_001464.3		2515	55743079	NM_001464.3	ADAM2	NP_001455.3	ILMN_1662675
ADAM20	2320270	102.6	102.6	102.6	1	NaN	4.02	19	0.79091	104	104	104	1	NaN	3.918	27	0.7013	101.2	101.2	101.2	1	NaN	3.808	24	0.86623	97.8	97.8	97.8	1	NaN	3.474	19	0.95584	98.8	98.8	98.8	1	NaN	2.826	16	0.94286	104.5	104.5	104.5	1	NaN	3.257	25	0.81299	107	107	107	1	NaN	3.321	18	0.41039	107.5	107.5	107.5	1	NaN	4.766	26	0.72208	104	104	104	1	NaN	2.654	26	0.87792	99.3	99.3	99.3	1	NaN	3.128	32	0.94545	95.3	95.3	95.3	1	NaN	2.326	29	0.97922	108.6	108.6	108.6	1	NaN	5.084	23	0.45714	Homo sapiens	RefSeq	NM_003814.4	ILMN_17428	ADAM20	NM_003814.4	NM_003814.4		8748	50845381	NM_003814.4	ADAM20	NP_003805.3	ILMN_1737629
